Product Title,Product category,Product Price,Product Description,Prime Status,Rating,Product Score,Product Link,Product availability,Image Sources
"Baby Nail Kit 10-in-1 Baby Grooming Kit,Anti-Shear Flesh Design Baby Nail Clippers, Scissor, Tweezer, Liquid Dropper, Nasal Aspirator, Baby Manicure Kit and Pedicure kit for Newborn, Infant & Toddler",Baby Products,‏198.00 جنيه,About this item section not found.,Not Prime,2.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B099NWQ2MQ,In Stock,"['https://m.media-amazon.com/images/I/51sDWea62eL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41znOHj4xBL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41M3uE8i47L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41cqGBFITKL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41hSzAZjNdL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41wZ9+b2kqL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51sDWea62eL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71kevldTSbL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"TP-Link Tapo Pan/Tilt Security Camera for Baby Monitor, Pet Camera w/Motion Detection, 1080P, 2-Way Audio, Night Vision, Cloud & SD Card Storage, Works with Alexa & Google Home (Tapo C200)",Electronics,"‏1,029.00 جنيه","['【Up, Down, All Around】This Pan/Tilt IP camera see everything across an entire room or walkway with the 360° horizontal and 114° vertical range pan/tilt field of view.', ""【Detection & Instant Notification】Get instant push notifications when motion or a person is detected, subscribe to Tapo care to for baby crying detection to use as a baby camera monitor. Discern from notifications that matter, so you'll know if its your pet playing around or if someone is actually there."", '【2-Way Audio w/ Built In Siren】Never truly leave home with the built-in 2-way audio. Use as a pet camera with phone app to comfort your pet from anywhere in the world. Keep your family safe with cameras for home security indoor by warding off intruders.', '【Secure Local or Cloud Storage】Save footage continuously on up to a 128 GB microSD card (not included) or subscribe to Tapo Care for cloud storage which saves 30-day video history and provides additional benefits such as motion tracking, baby crying detection and more.', '【Night Vision up to 30 Ft.】Never miss a thing that goes on, even at night thanks to the integrated IR system on this indoor camera which provides 30 feet of night vision.']",Not Prime,4.6 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B0829KDY9X,In Stock,"['https://m.media-amazon.com/images/I/411TcvJVLEL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41QKd7hKe8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51lghmpvMGL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51yfaVHyJeL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51+OIBk60DL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51TFd58R6sL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41F6SbcC5FL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61VhJEchChL.__AC_SX300_SY300_QL70_ML2_.jpg']"
HIGH CHAIR QUICK - STARS BLUE,Baby Products,"‏1,921.00 جنيه","['Hight chair quick.', 'Washable seat. / Removable tray.', '5 points safety harness.', 'Compact folding. / Fixed backrest.']",Not Prime,Previous page,Score Not Found,https://amazon.eg/-/en/dp/B0BZN7TL11,In Stock,"['https://m.media-amazon.com/images/I/41O-GKQ+13L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41xtqiwdgtL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41glKEthUAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Dvf0Vw6VL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41DmWpDC31L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51RSuxOkS9L._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71AJwrI9QeL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo SWING MUSICAL - Blue,Toys,"‏3,498.00 جنيه","['Three timer options', 'Bow with two toys and 12 melodies', 'Two position reclining backrest', 'Balance Lock', 'Very small folding']",Not Prime,4.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX7LJYW,Only 4 left in stock - order soon.,"['https://m.media-amazon.com/images/I/41QLCpIYr5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41crex9vOyL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41uRu9DxFkL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81UZ2+pWb0L._AC_SY300_SX300_.jpg']"
Asalvo EASY FIX FOLDABLE CAR SEAT ISOFIX GROUP 2/3 - GREY,,"‏4,499.00 جنيه",About this item section not found.,Not Prime,Previous page,Score Not Found,https://amazon.eg/-/en/dp/B09YYHHB1W,Only 4 left in stock - order soon.,"['https://m.media-amazon.com/images/I/412siOJyVSL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61PunVd8zWL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo stroller travel+ - black green,Baby Products,"‏3,399.00 جنيه","['Cabin friendly stroller from 0 month, Wide and padded seat, Steel chassis.', 'Multiposition reclining backrest, Adjustable footrest.', 'One hand folding, Extendable handlebar incorporated to transport as a trolley or carry as a bag (included).', 'Large storage basket, Front bar and unique rear brake.', 'Reflective surface wheels, Embroidered Decoration.']",Not Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX2RQ8S,In Stock,"['https://m.media-amazon.com/images/I/41pIKL4N7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31OCeYr8+wL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41pIKL4N7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31foidrvd3L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31epMLGfyTL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31wVF6qG+yL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/51cri3dgWhL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Fine Baby Diapers, Size 1, New Born, 2-5 kg, 60 Diaper",Baby Products,‏209.40 جنيه,"['The new & improved Fine Baby provides your baby with longer-lasting dryness, all while helping you save more!', 'Thanks to its double lock technology, stretchy sides, leak barriers and super absorbent gel core, it helps prevent leakages so that your baby is comfortable throughout the day and night', 'It’s enriched with chamomile lotion and has a breathable back sheet that ensures maximal cottony softness to keep your baby’s skin healthy.', 'It is the only diaper in the world recommended by the Medical Wellness Association.']",Not Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0BH5ZTBCW,In Stock,"['https://m.media-amazon.com/images/I/51YEBZE28EL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41EYpriNvGL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/514vsA9Q8-L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51iwhnQHnNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51+PmJPKBVL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51dPnYPfEuL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61iq45X90nL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71mKDGOTSsL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Baby Shark!,Books,‏167.00 جنيه,About this item section not found.,Not Prime,4.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/0593125096,In Stock,['https://m.media-amazon.com/images/I/51b2UsD2Q2L._SX342_SY445_.jpg']
Baby Toys & Kids Toys Magic Educational Flash Cards Baby Toy & Newborn Gifts Souvenir 60 High Contrast Black & White in 30 Cards Set Baby Sensory Brain Eye Development & Learning Kit,Toys,‏75.61 جنيه,"['كروت ابيض واسود للأطفال والرضع وحديثي الولادة يصلح هدايا عيد الام كرت عالي الدقة لتنمية مهارات طفلك وزيادة قدرته علي الانتباه والذكاء وصمم بواسطة maKidrise', 'بطاقات ولعب تفاعلية مكونة من 60 صورة عالية الوضوح والتباين لجذب انتباه طفلك ومتابعة حركة اليد والبطاقة ويجعل المولود أكثر تركيزا بعد تكرار العملية', '30 كرت فلاش تعليمي وتفاعلي للأطفال والمواليد حديثي الولادة وتنمية مهارات الانتباه وعضلة الرقبة ويعد أفضل من الكتاب والكتب التفاعلية', 'كروت تعليميه للاطفال تحتوي علي تصميمات ساحره اشكال حيوانات و زهور واشجار وحالة طقس واشكال هندسية و كل كرت مطبوع علي الوجهين', 'العاب اطفال بنات واولاد مسلية علي طريقة منتسوري عند تتبعه للكرت فعالة من 0 الي سته اشهر او اقل من سنة وافضل من شخاليل الاطفال', 'MONTESSORI EDUCATIONAL TOYS : educational toys baby sensory techniques to stimulate and develop your Baby’s brain and eye development to track and focus on objects using high contrast black & white better than rattles', 'BABY DEVELOPMENT & SENSORY FLASH CARDS : perfect baby toys 0 to 6 months , 60 high contrast, black & white with Animals, Fruit, Plants, Pattern and Shapes pictures printed on 30 quality A6 card']",Not Prime,4.7 out of 5 stars,300+ bought in past month,https://amazon.eg/-/en/dp/B09K6NTX9L,In Stock,"['https://m.media-amazon.com/images/I/41Ylo69GjuL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51BnELOvomL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51ZftYgjlNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/5153U9KxLXL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41rfJy3m9PL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41dgr+5sqwL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71K2HjjncML.__AC_SY300_SX300_QL70_ML2_.jpg']"
Eva bebe - baby oil 200ml,Baby Products,‏63.84 جنيه,"['Brand: EVA', 'Baby Oil', 'Newborn', '200 ml']",Not Prime,3.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B09Q93JGJL,In Stock,"['https://m.media-amazon.com/images/I/31mipw+1LYL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31SKRbuiReL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21O384C1VQL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41OY8cEYniL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61mkh9rNkpL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Baby joy diapers culotte unisex jumbo xxl size 6-30 plus 4 pieces,Baby Products,‏204.00 جنيه,"['Brand: BabyJoy', 'Designed to perfection', 'Easy to maintain', 'Comes in a safe and secure packaging']",Not Prime,4.2 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B07BQWNWN4,In Stock,"['https://m.media-amazon.com/images/I/511dAdizaiL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51YVlSjVjOL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/91gFj3ZtiEL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/81zkC-5pLtL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Baby Proofing Corner Protectors Guards - Furniture Edge Protector for Babies & Kids - Safety Guards & Cushions for Table, Desk, Crib, Fireplace, Corners & Edges | Clear, Safe | 12 Bumpers Pack",Baby Products,‏135.40 جنيه,"['𝐎𝐕𝐄𝐑 𝟏𝟕,𝟎𝟎𝟎 𝟓-𝐒𝐓𝐀𝐑 𝐑𝐄𝐕𝐈𝐄𝐖𝐒: Babyproofing is easier with Amazon’s most successful corner protectors, loved for their combination of SAFETY and MODERN LOOKS. Our 3RD-PARTY TESTED protectors will safeguard your home. For larger tables, try using them on both the top and bottom sides for full crash protection!', '𝐓𝐑𝐔𝐒𝐓𝐄𝐃 𝐂𝐇𝐎𝐈𝐂𝐄: Our table corner protectors for baby are free from phthalates, BPA, chemicals, heavy metals & fire retardants (SCCPs). As parents, we know little ones love to lick, , and chew everything in sight. That’s unlikely to happen with our NEAR-INVISIBLE guards, but they’re TASTELESS & NON-TOXIC—just in case!', '𝐎𝐏𝐓𝐈𝐌𝐀𝐋 𝐃𝐄𝐍𝐒𝐈𝐓𝐘: Other corner protectors are made from too-soft silicone or foam, marketed as being desirably “squishy”. But adhesives don’t stick well to soft materials, so little hands can tug them off easily. Our premium PVC PROTECTS, ABSORBS SHOCK & RESISTS BITING. Softer alternatives can dent inwards or flake off over time.', '𝐂𝐋𝐄𝐀𝐑 & 𝐃𝐈𝐒𝐂𝐑𝐄𝐄𝐓: Don’t settle for ugly baby safety products that clash with furniture. Our clear options are stylish and RESIST DISCOLORATION. The spherical design is MORE DENSE & PROTECTIVE than flat L-shaped guards, and it’s fuss-free to apply—unlike awkward foam rolls, which need perfectly steady hands to cut and place!', '𝟏-𝐌𝐈𝐍𝐔𝐓𝐄 𝐈𝐍𝐒𝐓𝐀𝐋𝐋𝐀𝐓𝐈𝐎𝐍: Apply our child proofing guards with the 3 custom-cut pieces of HIGH-POWER ADHESIVE: one for each side, to give you more peace of mind (other brands cut corners—literally—by only including 2 pieces). Plus, when baby’s all grown up, our recommended removal process AVOIDS STRIPPING OR STAINING FURNITURE.']",Not Prime,4.5 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0771L5HN5,In Stock,"['https://m.media-amazon.com/images/I/51pAl1My4tL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51-btOIeLEL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51RVJNmiCwL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/415lf++oqkL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51zX1UOHhvL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41MF1C3DwkL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/81dFULN+ySL._AC_SY300_SX300_.jpg']"
"Fine Baby Diapers, Size 3, Medium, 4-9 kg, 58 Diaper",Baby Products,‏240.94 جنيه,"['The new & improved Fine Baby provides your baby with longer-lasting dryness, all while helping you save more!', 'Thanks to its double lock technology, stretchy sides, leak barriers and super absorbent gel core, it helps prevent leakages so that your baby is comfortable throughout the day and night', 'It’s enriched with chamomile lotion and has a breathable back sheet that ensures maximal cottony softness to keep your baby’s skin healthy.', 'It is the only diaper in the world recommended by the Medical Wellness Association.']",Not Prime,4.4 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B0BH5TS8CV,In Stock,"['https://m.media-amazon.com/images/I/512ev+UMPHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/513BH6oGGQL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51op9s1X-BL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/514qrVyxazL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51a2iBbnR5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51GDqgqAgXL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/61iq45X90nL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71blxz5CbFL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"JOHNSON’S Baby Bath, 200ml",Baby Products,‏42.00 جنيه,"['Made with NO MORE TEARS formula that is gentle to the eyes as pure water', 'Free from Dyes, Parabens, Phthalates, Sulphates, and Alcohol', 'Our mildest formula to gently cleanse delicate skin without drying', 'Pure and gentle daily care', 'Hypoallergenic & pH balanced', 'Paediatrician and dermatologist-tested']",Not Prime,4.6 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B089D3BWC5,In Stock,"['https://m.media-amazon.com/images/I/319bax70B6L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41VzWyT+jsL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51nxbT6pFmL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41lq1FawfsL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Q5RDefSLL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41n-xMc0r-L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/71RXLxYrSiL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/610eJOd9N4L.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Sanosan Baby Soap, 100 Gm",Baby Products,‏71.91 جنيه,"['Sanosan Diaper Rash Cream', 'Sanosan Baby Cream Zinc Oxide The Combination Of Natural Ingredients, Including Olive Oil And Lacto Protein, Calms Irritated Skin , Diaper Rash And Protects The Diaper Area Against Redness And Soreness', 'It Is Effective And Powerful On The Bacteria Causing The Infections , Free From Topical Steroids And Formaldehyde , Contains The Proportion Of Zinc Oxide 8% And This Appropriate Proportion For Baby Skin In Accordance With European Standards', 'Clinically Tested', 'Sanosan Baby Care Soap 100g']",Not Prime,4.6 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B003P0XEDM,In Stock,"['https://m.media-amazon.com/images/I/41GI-bXV1JL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/312--LeqW7L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41wo4YI-5AL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41rY9LP2etL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51f3hFb11EL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/518+s3lSw9L._AC_SY300_SX300_.jpg']"
Pampers baby dry new born size 1 - 60 diapers,Baby Products,‏280.00 جنيه,"['3 Absorbing Channels: For up to 100% leakage protection', 'Absorbent Micro Pearls: Locks away the wetness from baby’s skin', 'Extra Dry-Layer: Instantly absorbs wetness away from the skin', 'Stretchy Sides: Flexes with your baby’s every move']",Not Prime,4.4 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B07FPM3FB2,In Stock,"['https://m.media-amazon.com/images/I/41HaFD1prdL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31Th02BYKLL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41UVfQnSvnL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51qkQiEX4iL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41zid8RiqZL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/511Jkmhg20L.__AC_SX300_SY300_QL70_ML2_.jpg']"
Elsayaad Kids Long Sleeve bodysuit (Pack of2) Baby and Toddler Underwear Set,Fashion,‏138.00 جنيه,About this item section not found.,Not Prime,5.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0C7RDNHVD,Not Available,"['https://m.media-amazon.com/images/I/31fZKnAzAPL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/31GeozJOvML._AC_SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61xIeW19JxL.__AC_SY445_SX342_QL70_ML2_.jpg']"
Hero Baby Nutrasense 3-400g,Grocery,‏279.00 جنيه,"['Brand: Hero Baby', 'Type: milk', 'Size: 400 gm', 'Formula: Nutrasense 3', 'Available in other flavors']",Not Prime,4.6 out of 5 stars,50+ bought in past month,https://amazon.eg/-/en/dp/B09MKF4NNN,In Stock,"['https://m.media-amazon.com/images/I/41O5HXbB-ML._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51hUyJlVL8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51xZR88rxwL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/415JjkgYq+L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51zhxPjRKXL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41w+C-zgvAL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41DbHZfG7PL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61MAFKSHhyL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Johnson's baby oil - 75 ml,Baby Products,‏28.90 جنيه,"['Clinically proven mildness formula', 'Free from dyes, parabens, phthalates, and alcohol', 'Locks in 10x more moisture on wet skin than lotion can on dry skin', 'Protects delicate skin from dryness', 'Ideal for baby massage', 'Hypoallergenic', 'Paediatrician and dermatologist-tested']",Not Prime,4.6 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B00VE3JNXC,In Stock,"['https://m.media-amazon.com/images/I/31GzzHHBZSL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41OjZvDX7OL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51NE0beuTYL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41u-txIlsjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41GHQRYld8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41sajj+6fzL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/81hbQFkRKaL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61lFx2cjLzL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Wee Baby Breast Milk Storage Bags 20 bags 200ml (558),Baby Products,‏328.19 جنيه,About this item section not found.,Not Prime,4.7 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0CBMF4XND,In Stock,"['https://m.media-amazon.com/images/I/41Z2RqrNEIL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31fYBg5Z6vL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51H0Now6TrL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41qryDNolZL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31dMH+DFBpL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31UtLVIpaRL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71mWEr6402L.__AC_SX300_SY300_QL70_ML2_.jpg']"
Hero Baby AR Formula Milk - 400g,Grocery,‏253.00 جنيه,"['Brand: Hero Baby', 'Type: milk', 'Size: 400 gm', 'Formula: Anti-regurgitation', 'age: from birth']",Not Prime,4.3 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B09MKD59M3,In Stock,"['https://m.media-amazon.com/images/I/41QGYhcdySL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/512mfQdED4L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51k3+8t-eeL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51zynxgd49L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/5168h13zCHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41OYKzxBY8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/310IbuAt+9L._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71g595o+tWL._AC_SY300_SX300_.jpg']"
Hero Baby Teething Biscuits for 6 Months,Grocery,‏93.89 جنيه,"['Brand: Hero Baby', 'Type: Biscuits', 'Size: 180 gm', 'Flavor: teething', 'Available in other flavors']",Not Prime,4.3 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B07P8B46DK,In Stock,"['https://m.media-amazon.com/images/I/41vrEKfeZ5L._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51LjdMq--DL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51JWtFeKFiL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51yRaMfXGzL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/411GmrDeVzL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/81ppq505+NL.SX38_SY50_CR,0,0,38,50_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/71g9yY8tKtL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Care by Care Cream baby Diaper rash cream 100gm,Baby Products,‏90.00 جنيه,About this item section not found.,Not Prime,4.1 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B084WVVQ3D,In Stock,"['https://m.media-amazon.com/images/I/41iP797wQ8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31MQLjmqVJL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41CJ7OGEKLL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/417IM+WganL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41HZcv573oL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41WsDAgshJL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41rrF3yRFjL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61R6sEVeCqL.__AC_SX300_SY300_QL70_ML2_.jpg']"
